Discharge Time (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),RUL
1336.08,4.194,2.894,526.72,1816.29,2808.47,128.3
1184.26,4.058,2.759,400.26,1530.67,2576.93,64.6
1076.53,4.04,2.671,292.45,1379.88,2442.3,15.1
1372.91,4.147,2.962,539.04,1846.9,2874.63,132.3
1273.25,4.124,2.828,479.39,1654.34,2703.71,95.4
1208.66,4.108,2.777,434.71,1577.17,2657.09,72.7
1417.8,4.208,3.037,622.07,1934.04,2964.67,154.2
1113.82,4.003,2.717,291.32,1347.0,2385.1,19.8
1222.69,4.077,2.882,455.5,1624.52,2651.6,84.3
1037.79,3.992,2.647,280.15,1248.11,2368.1,2.9
1242.17,4.063,2.792,462.13,1591.12,2647.11,80.2
1036.15,4.008,2.658,303.86,1329.41,2378.84,10.5
1080.77,4.0,2.709,336.36,1342.44,2353.11,21.1
1071.2,4.037,2.708,326.07,1330.68,2381.33,20.9
1276.57,4.115,2.842,507.08,1732.22,2757.57,110.7
1353.64,4.112,2.894,533.99,1791.45,2871.11,127.1
1263.6,4.141,2.821,493.24,1645.32,2790.79,99.6
1467.25,4.196,3.016,646.73,1931.68,2937.94,163.6
1146.17,4.07,2.751,394.82,1547.23,2549.52,64.4
1166.29,4.073,2.794,363.4,1475.21,2532.43,49.3
1467.34,4.19,2.917,580.61,1907.95,2994.76,147.8
1135.04,4.023,2.743,362.37,1420.6,2433.17,38.8
1511.14,4.183,2.985,636.78,1926.01,2896.17,163.8
1013.09,3.972,2.665,291.87,1261.04,2339.16,3.1
1467.19,4.164,3.006,630.85,1966.92,2925.3,164.9
1014.8,4.012,2.692,318.09,1320.83,2375.8,8.3
1455.67,4.185,2.969,578.8,1863.35,2956.4,151.6
1257.16,4.117,2.783,465.96,1575.08,2668.63,90.2
1494.11,4.224,3.053,661.5,2037.99,2977.17,168.8
1079.22,4.022,2.673,300.21,1346.06,2344.88,13.5
1274.43,4.124,2.793,442.23,1637.15,2697.74,94.6
1461.8,4.152,3.062,641.73,1969.09,2926.13,164.8
1232.21,4.094,2.773,470.47,1628.45,2655.9,89.4
1319.03,4.142,2.851,519.42,1727.5,2717.19,107.4
1361.86,4.113,2.923,528.93,1752.78,2802.59,118.6
1229.99,4.088,2.831,418.43,1557.22,2641.95,77.8
1348.47,4.133,2.861,502.53,1732.13,2801.54,107.1
1320.26,4.122,2.833,482.99,1740.11,2676.6,99.7
1456.08,4.187,2.992,610.37,1939.39,2918.2,153.3
1014.24,4.013,2.708,283.6,1311.52,2392.03,8.7
1103.25,4.054,2.793,377.44,1462.77,2530.32,48.5
1462.56,4.16,3.004,634.51,1937.82,2939.45,161.6
1457.92,4.187,2.993,637.17,1902.9,2871.63,151.5
1262.4,4.092,2.786,429.34,1604.25,2702.78,78.0
1307.74,4.092,2.902,514.67,1747.6,2676.4,105.8
1163.61,4.077,2.744,388.17,1503.67,2459.05,47.9
1089.02,4.041,2.679,339.8,1410.38,2456.84,32.8
1236.14,4.06,2.8,449.46,1603.85,2672.62,79.4
1189.42,4.049,2.791,380.72,1521.38,2524.82,60.7
1229.57,4.102,2.882,472.35,1702.33,2742.64,99.6
1038.13,3.996,2.674,298.07,1332.19,2335.62,14.1
1509.36,4.201,2.982,635.94,1982.01,3014.41,165.7
1499.1,4.178,3.066,613.62,1963.46,3023.03,167.7
1307.15,4.16,2.887,547.03,1743.28,2758.07,119.0
1194.83,4.124,2.776,452.77,1629.78,2718.24,91.6
1139.71,4.068,2.747,389.62,1496.29,2491.26,53.3
1395.99,4.162,2.913,571.47,1847.59,2772.92,138.5
1308.05,4.153,2.893,510.59,1837.27,2778.15,116.7
1087.76,4.02,2.71,312.09,1399.54,2447.8,28.5
1463.08,4.167,2.964,596.14,1978.13,2969.09,154.9
1419.22,4.187,2.929,567.97,1907.96,2921.07,140.0
1413.0,4.196,2.966,620.07,1973.75,2923.85,161.5
1318.48,4.129,2.941,516.59,1789.17,2811.53,123.6
1286.31,4.111,2.871,476.34,1680.07,2717.88,104.7
1213.32,4.064,2.764,421.72,1547.7,2603.04,71.7
1474.67,4.226,2.959,632.69,1973.03,3045.74,158.6
1437.71,4.172,2.918,572.7,1904.68,2900.29,147.4
1025.52,4.004,2.714,283.61,1289.84,2315.25,8.6
1019.25,4.011,2.662,294.73,1290.41,2331.76,5.5
1161.3,4.046,2.766,397.88,1546.0,2609.25,64.6
1415.25,4.182,2.87,560.92,1855.06,2889.31,138.0
1469.83,4.185,3.07,658.01,1982.95,3032.85,167.8
1100.22,4.059,2.737,330.33,1377.99,2498.19,26.4
1289.47,4.109,2.831,454.89,1620.41,2794.68,101.4
1180.44,4.092,2.781,389.86,1539.79,2546.3,65.4
1466.7,4.144,3.052,611.35,1944.85,3009.26,164.9
1379.08,4.144,2.941,577.18,1889.22,2821.58,143.3
1394.74,4.16,2.957,558.32,1879.45,2932.61,142.7
1214.71,4.048,2.764,406.28,1624.28,2575.63,80.2
1138.18,4.09,2.795,382.78,1586.06,2539.49,71.1
1127.69,4.055,2.754,395.77,1515.54,2498.72,47.2
1062.78,3.983,2.735,279.5,1257.03,2399.09,10.5
1439.37,4.171,2.949,584.88,1891.79,2869.46,147.1
1384.89,4.177,2.918,568.3,1794.89,2850.36,138.4
1501.01,4.158,3.076,651.66,2014.5,2966.41,170.0
1484.2,4.174,3.121,657.77,1992.37,3003.6,169.4
1268.8,4.1,2.754,463.8,1650.46,2733.08,94.9
1412.5,4.152,2.917,542.19,1830.9,2842.2,131.0
1493.32,4.187,3.002,628.22,1925.53,2937.16,160.7
1430.05,4.186,2.934,586.25,1939.49,2958.05,144.6
1108.72,4.052,2.732,358.39,1438.59,2529.61,42.8
1233.04,4.099,2.792,435.82,1591.11,2593.99,77.1
1027.79,3.99,2.729,311.8,1361.41,2374.38,22.8
1467.96,4.193,2.988,626.09,1991.98,2952.13,162.2
1304.89,4.112,2.845,463.97,1665.65,2769.84,103.4
1131.31,4.068,2.748,348.02,1457.88,2372.74,39.6
1340.22,4.135,2.835,499.9,1734.56,2827.55,114.5
1303.67,4.107,2.86,504.3,1695.21,2724.42,105.5
1166.16,4.083,2.78,372.16,1549.58,2514.16,61.5
1076.84,4.026,2.687,309.43,1346.71,2405.43,20.2
1299.58,4.115,2.828,501.56,1768.43,2786.33,114.5
1226.76,4.093,2.79,461.56,1658.03,2707.27,88.9
1377.3,4.146,2.907,531.23,1814.93,2889.65,131.5
1252.14,4.124,2.812,451.5,1645.94,2686.18,88.9
1372.76,4.173,2.983,585.38,1871.47,2918.66,145.0
1274.73,4.121,2.813,477.1,1661.43,2696.4,94.3
1287.12,4.098,2.8,453.81,1682.81,2726.55,95.8
1429.74,4.181,2.975,575.19,1876.0,2890.79,149.2
1251.45,4.102,2.752,416.78,1568.47,2577.93,69.2
1054.94,4.012,2.692,301.71,1378.07,2350.66,23.6
1019.4,4.0,2.67,284.34,1253.56,2409.63,5.9
1356.83,4.122,2.806,539.68,1790.08,2806.79,128.6
1295.49,4.105,2.863,498.55,1691.37,2783.24,105.8
1331.9,4.132,2.904,499.3,1760.88,2847.57,120.0
1070.77,4.014,2.761,342.33,1393.59,2404.1,37.0
1059.35,4.046,2.773,323.73,1398.3,2420.37,24.0
1020.23,3.978,2.735,275.3,1320.65,2360.44,3.5
1198.28,4.08,2.757,386.17,1494.23,2535.99,60.2
1337.23,4.118,2.869,490.96,1655.16,2664.9,100.7
1220.23,4.074,2.775,398.16,1546.88,2645.39,67.3
1188.71,4.112,2.778,416.11,1619.37,2642.43,74.9
1429.3,4.135,2.95,620.14,1990.43,2935.74,153.8
1162.52,4.06,2.759,387.48,1495.99,2514.64,59.9
1289.42,4.077,2.822,469.24,1566.24,2627.57,87.9
1377.61,4.116,2.955,530.52,1789.34,2858.22,133.4
1155.66,4.05,2.801,403.15,1496.86,2570.33,68.0
1285.76,4.121,2.823,501.65,1725.93,2750.2,106.1
1442.84,4.157,2.915,577.81,1896.69,2920.33,146.7
1489.0,4.207,3.024,623.54,1967.31,2947.2,161.5
1072.55,4.018,2.746,345.5,1411.15,2489.77,25.9
1476.13,4.178,3.025,605.18,1991.95,2919.28,157.6
1177.38,4.088,2.798,448.41,1643.97,2615.42,84.2
1128.46,4.043,2.758,372.32,1475.51,2512.96,44.6
1239.91,4.079,2.822,430.42,1550.75,2650.38,78.6
1467.95,4.179,3.001,641.47,1969.2,2946.19,166.6
1213.55,4.114,2.814,425.98,1660.59,2639.99,84.3
1110.92,4.047,2.789,395.17,1486.05,2481.77,56.6
1343.74,4.116,2.865,475.59,1754.93,2726.52,108.0
1099.86,4.05,2.738,361.21,1444.65,2516.18,41.6
1053.72,4.013,2.781,297.79,1353.0,2322.99,13.8
1084.94,4.0,2.773,315.18,1338.92,2366.28,22.8
1107.29,4.033,2.715,317.83,1387.4,2376.22,22.6
1075.76,4.034,2.714,335.49,1361.45,2470.87,26.7
1060.56,4.024,2.738,347.5,1378.71,2456.53,24.5
1312.11,4.116,2.851,498.99,1726.41,2670.3,109.3
1124.56,4.021,2.765,326.33,1436.77,2373.72,31.7
1161.06,4.059,2.728,368.28,1539.37,2558.28,59.4
1418.79,4.154,2.96,621.01,1867.17,2864.71,152.6
1186.96,4.089,2.821,437.23,1581.3,2689.4,81.1
1290.82,4.148,2.892,504.35,1727.96,2684.37,113.8
1109.95,4.045,2.68,335.08,1415.25,2408.75,30.1
1088.94,4.024,2.7,351.84,1393.25,2460.45,33.5
1018.15,4.021,2.645,289.43,1273.55,2410.52,7.9
1068.99,4.065,2.697,323.18,1351.26,2436.41,29.6
1137.06,4.043,2.711,348.04,1489.37,2522.44,48.1
1084.37,4.042,2.742,319.45,1335.49,2449.05,30.9
1046.18,3.964,2.713,304.11,1369.73,2420.89,16.0
1100.1,3.991,2.708,334.77,1320.91,2416.77,21.4
1257.62,4.089,2.798,422.23,1582.72,2661.73,78.9
1062.8,4.014,2.768,348.61,1382.67,2491.8,35.9
1182.06,4.108,2.74,413.04,1499.93,2610.82,62.6
1220.25,4.108,2.751,451.02,1620.14,2574.08,86.1
1326.86,4.155,2.892,546.53,1759.91,2727.04,117.7
1040.43,3.999,2.684,296.16,1258.81,2377.62,7.6
1384.79,4.138,2.885,559.36,1833.72,2940.85,136.1
1306.98,4.112,2.865,486.53,1720.8,2758.39,107.1
1066.96,4.013,2.645,337.15,1347.48,2368.35,14.8
1437.36,4.161,2.927,611.76,1841.07,2952.51,148.6
1439.72,4.197,2.912,592.37,1924.31,2998.42,156.6
1025.87,4.018,2.708,332.97,1258.04,2391.9,11.3
1098.18,4.049,2.796,374.6,1451.11,2507.21,47.8
1372.37,4.123,2.901,566.51,1838.11,2868.93,137.2
1412.16,4.182,2.869,548.19,1826.17,2837.87,127.5
1073.8,4.026,2.781,323.56,1432.02,2499.97,32.2
1074.53,4.089,2.752,348.59,1389.13,2480.34,36.4
1184.73,4.082,2.844,393.66,1540.71,2588.76,63.6
1227.79,4.088,2.808,433.01,1632.86,2686.48,82.9
1291.47,4.129,2.852,502.9,1688.19,2736.85,105.5
1211.24,4.028,2.815,393.79,1553.97,2580.66,63.3
1233.74,4.108,2.793,431.98,1601.49,2711.99,79.2
1349.44,4.199,2.9,545.01,1798.5,2801.38,127.3
1021.02,3.957,2.622,308.56,1307.71,2326.0,7.2
1110.73,4.038,2.795,378.28,1402.03,2457.92,43.7
1366.78,4.138,2.891,526.39,1785.35,2816.16,121.6
1434.09,4.196,2.963,597.25,1893.55,2942.96,152.3
1198.85,4.14,2.839,476.87,1633.68,2589.93,87.5
1252.43,4.11,2.782,417.16,1635.45,2718.99,90.9
1022.29,4.056,2.693,327.69,1359.11,2352.23,19.1
1267.41,4.088,2.81,422.93,1622.33,2641.21,76.6
1229.74,4.111,2.819,464.61,1651.8,2685.86,91.0
1114.84,4.048,2.754,356.69,1472.57,2372.28,42.0
1137.22,4.072,2.755,383.88,1430.38,2408.84,46.5
1172.67,4.062,2.793,406.9,1579.71,2531.12,64.8
1017.65,4.012,2.652,268.44,1262.1,2384.95,4.4
1165.09,4.034,2.798,359.99,1460.26,2463.96,55.4
1143.43,4.03,2.719,343.07,1412.98,2509.39,36.7
1176.2,4.047,2.763,392.9,1488.33,2471.9,56.3
1102.96,4.018,2.695,338.0,1311.47,2316.44,21.2
1413.07,4.171,2.955,590.83,1881.5,2936.59,151.5
1291.94,4.138,2.844,445.86,1584.65,2720.7,101.3
1331.14,4.115,2.888,518.88,1715.08,2709.82,115.8
1393.44,4.121,2.937,558.05,1818.33,2807.22,134.4
1271.67,4.068,2.821,445.62,1667.94,2669.85,85.2
1046.75,4.029,2.688,292.24,1358.28,2367.24,15.7
1245.94,4.084,2.83,475.61,1660.95,2708.63,91.8
1293.99,4.122,2.842,464.2,1752.49,2704.06,100.2
1317.17,4.141,2.893,543.88,1751.41,2864.91,127.0
1199.42,4.098,2.805,423.65,1573.28,2566.72,74.0
1065.94,4.013,2.676,328.96,1425.26,2432.57,22.6
1114.25,4.106,2.69,358.21,1455.93,2462.53,49.0
1199.75,4.105,2.806,381.92,1501.84,2578.74,62.4
1283.78,4.12,2.85,512.09,1755.53,2783.21,110.2
1269.27,4.101,2.842,478.64,1659.08,2664.1,97.5
1177.43,4.128,2.743,398.42,1559.53,2576.86,61.2
1526.25,4.176,3.09,660.71,2014.44,3013.26,167.7
1289.83,4.117,2.851,488.83,1695.7,2750.34,103.4
1139.98,4.041,2.734,348.86,1468.36,2452.26,41.1
1075.98,4.012,2.717,320.87,1339.78,2377.39,18.2
1083.1,3.988,2.668,335.05,1385.27,2494.24,26.8
1093.19,4.053,2.753,364.32,1462.52,2452.56,42.6
1047.49,4.005,2.766,317.41,1374.91,2436.69,28.2
1097.14,4.059,2.737,323.89,1449.52,2440.05,32.5
1124.28,4.022,2.756,383.01,1474.17,2527.63,49.2
1111.78,4.029,2.715,332.3,1403.91,2495.71,30.3
1461.29,4.134,3.0,574.46,1880.63,2905.34,152.6
1044.89,3.965,2.741,286.25,1313.08,2392.26,14.6
1220.98,4.084,2.802,433.27,1646.99,2703.63,89.6
1208.1,4.063,2.794,428.07,1586.23,2584.99,70.4
1464.64,4.226,3.052,641.21,2028.67,2953.91,167.0
1043.79,4.014,2.723,316.64,1321.91,2402.78,19.9
1164.98,4.1,2.756,402.4,1526.46,2590.73,68.2
1479.4,4.186,3.062,620.19,1939.36,2913.46,164.8
1454.87,4.184,2.966,601.36,1910.98,2876.1,147.3
1399.4,4.147,2.959,578.96,1901.67,2903.43,139.1
1114.64,4.029,2.711,350.44,1448.47,2477.92,44.6
1049.59,3.99,2.692,354.8,1395.28,2456.33,29.9
1335.71,4.138,2.924,519.43,1751.82,2731.06,114.0
1441.07,4.19,3.025,605.23,1931.16,2956.42,158.1
1268.68,4.123,2.801,460.76,1628.91,2702.06,95.1
1264.22,4.115,2.856,465.15,1708.19,2719.15,97.6
1156.51,4.09,2.736,372.83,1473.14,2495.62,48.3
1370.33,4.155,2.851,527.77,1806.83,2848.2,131.0
1093.21,4.05,2.665,328.15,1494.69,2524.44,32.6
1167.42,4.052,2.76,394.43,1498.9,2556.76,55.7
1255.08,4.062,2.834,393.52,1519.52,2667.28,72.9
1263.92,4.112,2.856,443.86,1649.52,2656.93,86.8
1116.65,4.04,2.778,337.67,1387.27,2381.96,42.0
1064.01,4.032,2.736,330.63,1369.59,2430.66,20.4
1279.41,4.126,2.852,490.72,1718.16,2812.25,104.2
1115.68,4.036,2.786,348.94,1515.92,2522.02,49.8
1264.04,4.134,2.772,458.68,1653.36,2690.88,99.2
1061.35,4.006,2.75,328.95,1373.5,2430.43,27.1
1245.26,4.104,2.769,402.58,1608.71,2692.62,82.3
1227.09,4.128,2.79,439.54,1673.94,2686.2,91.0
1071.14,3.994,2.719,286.32,1326.52,2331.83,9.8
1179.97,4.085,2.792,406.1,1523.61,2509.17,57.9
1072.69,4.027,2.698,314.1,1405.37,2442.19,23.7
1042.55,4.022,2.72,311.87,1314.51,2491.74,11.7
1480.42,4.181,3.076,638.3,2036.06,2946.29,168.3
1161.42,4.063,2.751,393.24,1495.41,2564.15,55.5
1422.88,4.132,2.925,542.85,1880.67,2896.97,137.9
1106.69,4.079,2.806,349.11,1436.09,2448.9,44.0
1290.16,4.093,2.859,511.73,1775.25,2814.06,116.2
1386.97,4.143,2.89,548.03,1851.04,2916.96,129.5
1293.14,4.097,2.842,484.67,1661.52,2761.68,101.7
1196.33,4.103,2.794,436.63,1632.23,2624.85,80.7
1177.67,4.116,2.807,420.15,1566.56,2544.77,70.6
1145.3,4.077,2.811,390.78,1577.81,2574.8,60.0
1442.55,4.245,2.983,620.72,1937.43,2945.7,158.1
1398.69,4.137,2.904,559.75,1878.37,2909.96,141.4
1473.72,4.167,3.082,609.78,1968.13,2963.94,164.1
1051.64,3.999,2.717,302.97,1381.87,2370.3,22.0
1335.06,4.146,2.835,507.99,1728.75,2818.39,124.5
1459.82,4.167,3.053,625.41,1909.84,3004.15,159.6
1096.37,4.014,2.76,351.02,1420.63,2477.31,31.6
1035.92,4.018,2.749,288.65,1324.05,2357.28,12.2
1388.34,4.121,2.933,552.62,1741.83,2775.31,126.2
1287.2,4.089,2.91,478.52,1659.46,2697.51,98.1
1373.04,4.159,2.905,571.44,1866.31,2878.69,143.3
1087.54,4.014,2.693,319.11,1357.88,2415.15,24.6
1403.04,4.177,2.898,576.7,1870.69,2938.65,135.4
1090.13,4.015,2.715,308.38,1452.19,2445.95,35.1
1047.25,4.011,2.726,348.23,1321.48,2438.35,28.7
1085.09,4.037,2.708,345.19,1385.44,2464.56,28.8
1398.0,4.177,2.887,559.28,1860.78,2892.96,138.7
1292.11,4.159,2.835,505.5,1700.84,2829.37,113.4
1212.94,4.11,2.806,476.91,1678.65,2652.56,89.4
1169.17,4.069,2.804,374.68,1534.8,2537.07,61.6
1426.14,4.186,2.938,592.31,1930.63,2900.87,149.2
1176.51,4.068,2.802,415.54,1534.05,2548.99,67.3
1397.19,4.156,2.884,572.12,1835.54,2876.24,139.0
1181.31,4.047,2.695,422.94,1563.57,2623.87,75.2
1168.86,4.088,2.77,427.75,1533.15,2562.44,64.7
1233.41,4.092,2.779,413.92,1584.75,2655.38,79.2
1136.42,4.07,2.728,359.18,1510.57,2548.07,51.9
1320.96,4.091,2.863,502.46,1886.79,2797.7,127.3
1227.52,4.095,2.788,428.86,1643.81,2683.53,86.0
1087.62,4.023,2.709,342.85,1377.07,2432.62,40.2
1450.87,4.209,2.942,609.64,1926.93,2893.83,153.0
1190.93,4.084,2.735,417.28,1505.73,2637.66,65.9
1217.77,4.109,2.757,445.66,1643.7,2679.08,92.9
1466.94,4.172,2.907,605.74,1926.51,2927.58,154.2
1271.57,4.129,2.921,511.78,1707.23,2809.57,106.5
1103.77,3.997,2.71,314.73,1325.95,2408.99,20.8
1465.15,4.185,3.044,630.49,1968.96,2948.24,159.8
1269.96,4.111,2.843,509.0,1657.75,2709.26,107.1
1131.84,4.106,2.759,372.31,1518.44,2566.13,57.6
1082.94,4.05,2.726,307.2,1345.03,2474.82,24.5
1377.46,4.178,2.932,583.76,1850.16,2855.93,135.2
1294.86,4.091,2.808,497.91,1671.6,2791.61,105.8
1294.62,4.12,2.807,436.46,1655.55,2675.54,91.2
1423.6,4.182,2.975,586.49,1959.24,2896.83,152.1
1385.86,4.18,2.852,554.16,1819.86,2835.47,134.3
1115.01,4.029,2.759,348.84,1361.99,2395.29,26.6
1156.61,4.056,2.789,393.27,1503.6,2587.06,53.7
1081.38,4.048,2.679,374.0,1453.04,2534.89,43.0
1373.48,4.11,2.865,532.1,1762.6,2840.0,126.7
1001.28,3.983,2.697,293.4,1334.6,2251.89,6.7
1307.4,4.118,2.854,458.04,1699.4,2765.12,97.3
1349.99,4.173,2.945,540.05,1856.44,2821.79,129.9
1505.97,4.163,2.936,578.01,1921.16,2890.41,149.2
1200.35,4.062,2.835,375.59,1568.52,2539.01,58.8
1381.85,4.131,2.924,560.06,1806.27,2878.85,139.8
1062.66,4.044,2.704,313.52,1398.5,2415.03,19.7
1434.15,4.19,2.955,588.04,1869.92,2938.01,144.1
1088.85,4.031,2.724,345.68,1347.81,2430.14,22.5
1200.25,4.082,2.787,402.02,1529.43,2590.59,68.1
1420.29,4.189,2.974,569.64,1859.56,2845.99,135.7
1075.69,4.006,2.727,324.71,1403.3,2388.8,26.3
1103.9,4.021,2.708,366.33,1419.46,2491.99,39.7
1340.86,4.163,2.857,510.95,1796.0,2830.79,123.1
1369.84,4.161,2.926,520.85,1869.05,2777.55,122.7
1317.05,4.101,2.873,507.37,1707.39,2712.22,109.4
1342.17,4.125,2.825,527.08,1754.83,2821.66,118.3
1278.72,4.138,2.773,468.81,1697.93,2670.73,92.7
1071.73,4.052,2.744,380.19,1401.73,2445.15,43.6
1173.08,4.079,2.784,363.88,1521.78,2516.89,59.4
1097.8,4.006,2.706,318.23,1328.36,2465.66,31.7
1490.78,4.194,2.925,617.17,1887.72,2999.9,154.5
1240.71,4.085,2.8,487.34,1649.3,2755.79,99.6
1229.79,4.035,2.83,418.57,1527.09,2516.71,68.7
1221.64,4.102,2.812,470.93,1559.61,2629.2,79.1
1482.73,4.218,3.035,612.32,1965.09,2996.36,161.1
1122.12,4.018,2.755,333.98,1423.62,2367.17,26.9
1294.36,4.103,2.816,475.15,1748.25,2781.84,100.1
1250.88,4.131,2.799,455.52,1597.74,2590.63,86.5
1299.0,4.115,2.838,491.53,1727.45,2758.4,104.3
1012.02,3.994,2.703,281.44,1327.44,2322.51,4.1
1428.5,4.207,2.985,598.65,1904.86,2920.83,148.4
1444.21,4.179,3.049,620.52,1968.6,2956.72,158.5
1268.76,4.096,2.852,470.14,1685.46,2667.77,96.5
1277.89,4.153,2.897,536.44,1782.43,2813.59,118.7
1467.51,4.17,3.043,652.19,1917.83,2937.61,156.9
1338.71,4.136,2.87,494.99,1716.75,2822.7,120.5
1071.47,3.997,2.756,347.53,1370.61,2399.65,26.8
1280.89,4.115,2.849,482.07,1656.8,2700.59,98.4
1254.73,4.119,2.86,472.94,1693.77,2753.26,103.5
1250.02,4.099,2.78,411.43,1598.79,2578.58,72.7
1354.36,4.162,2.846,548.8,1841.5,2866.14,125.5
1459.7,4.197,3.005,621.03,1953.6,2966.65,158.9
1434.35,4.192,2.998,615.61,1906.77,3028.1,157.4
1215.03,4.084,2.777,416.01,1577.35,2618.95,77.2
1097.93,4.027,2.708,305.08,1331.37,2410.47,20.1
1517.37,4.175,3.023,628.57,1991.92,2980.54,167.4
1432.6,4.119,2.908,570.84,1861.86,2889.56,142.8
1081.72,4.04,2.699,317.92,1389.31,2429.35,22.1
1446.91,4.197,2.944,619.56,1913.21,3010.28,156.6
1391.74,4.17,2.934,579.52,1965.03,2967.81,148.0
1242.14,4.121,2.835,462.29,1593.83,2702.68,88.7
1276.95,4.1,2.88,464.52,1699.95,2677.82,100.9
1216.22,4.06,2.842,419.63,1503.76,2575.85,68.4
1046.74,3.986,2.687,286.53,1346.88,2384.15,10.3
1200.83,4.073,2.799,416.61,1508.46,2515.88,57.6
1421.88,4.127,2.927,572.89,1854.66,2864.0,136.7
1007.27,3.977,2.681,298.09,1255.39,2334.05,1.8
1114.87,4.067,2.775,383.21,1538.44,2619.39,57.4
1224.25,4.05,2.813,416.92,1570.77,2583.74,68.3
1290.21,4.09,2.804,439.04,1635.1,2621.07,91.8
1421.17,4.139,2.967,599.17,1937.39,2975.69,156.5
1203.35,4.076,2.754,385.49,1488.18,2596.99,59.5
1175.45,4.05,2.748,413.08,1486.24,2646.75,59.6
1361.5,4.123,2.924,551.1,1780.76,2802.4,125.6
1255.46,4.06,2.771,393.26,1581.79,2571.53,77.4
1144.65,4.03,2.719,335.63,1430.31,2487.79,39.0
1231.48,4.054,2.804,425.58,1588.84,2647.57,77.5
1086.74,4.059,2.724,343.52,1347.21,2441.03,24.8
1105.5,3.98,2.713,339.11,1420.04,2425.4,30.8
1227.23,4.086,2.858,405.38,1655.88,2674.73,85.2
1197.96,4.081,2.766,397.45,1593.65,2608.27,71.8
1430.01,4.167,2.974,622.39,1955.21,2918.9,155.6
1164.68,4.071,2.712,398.6,1451.11,2522.1,62.2
1268.37,4.096,2.823,476.09,1653.0,2700.32,99.1
1287.54,4.154,2.81,510.64,1676.27,2745.64,107.9
1025.51,3.972,2.662,282.62,1234.7,2360.69,3.2
1311.2,4.083,2.802,516.72,1778.37,2768.35,113.1
1103.36,4.002,2.699,360.58,1449.25,2422.15,31.1
1437.62,4.2,3.016,635.63,1969.97,2994.67,163.4
1075.39,4.02,2.712,313.61,1392.58,2420.18,26.1
1200.6,4.093,2.772,407.14,1552.4,2573.31,71.1
1043.86,4.019,2.695,294.76,1370.93,2394.67,15.4
1493.93,4.187,3.062,614.95,2005.97,3024.57,169.5
1199.45,4.086,2.808,432.98,1610.32,2656.63,85.9
1293.81,4.108,2.834,489.25,1710.66,2789.3,101.6
1060.26,4.043,2.709,303.18,1318.19,2418.35,12.3
1376.33,4.162,2.888,561.5,1814.44,2849.37,127.7
1130.57,4.073,2.72,347.97,1440.97,2449.28,36.5
1448.39,4.196,2.992,617.43,2033.92,2857.09,152.8
1114.5,4.033,2.75,317.93,1470.49,2412.04,35.7
1100.16,4.011,2.728,333.27,1411.52,2486.67,33.2
1048.77,4.003,2.731,290.33,1275.18,2311.77,7.2
1185.14,4.089,2.802,421.53,1536.65,2656.24,80.8
1247.39,4.107,2.823,490.99,1709.97,2666.83,96.5
1083.18,4.001,2.699,273.69,1356.32,2360.79,12.1
1315.94,4.112,2.909,550.0,1808.99,2826.76,132.1
1212.1,4.111,2.767,444.17,1588.15,2660.62,77.6
1279.17,4.1,2.759,464.45,1648.26,2711.46,89.6
1207.32,4.055,2.8,417.04,1599.64,2554.03,75.5
1180.69,4.085,2.805,395.21,1602.96,2645.75,68.7
1270.4,4.091,2.796,482.51,1628.56,2688.6,95.6
1072.2,4.035,2.753,321.19,1403.11,2470.89,27.2
1093.25,4.047,2.677,324.69,1407.61,2497.84,31.7
1406.51,4.192,2.93,603.35,1878.02,2882.46,146.6
1497.57,4.186,3.055,630.14,1982.35,3027.71,160.9
1213.63,4.061,2.784,393.98,1530.55,2501.77,64.1
1128.1,4.035,2.738,370.02,1459.69,2463.1,46.8
1274.7,4.111,2.861,505.22,1739.0,2739.59,109.8
1181.46,4.076,2.818,410.68,1545.25,2555.82,70.1
1022.45,3.992,2.649,293.54,1315.62,2283.48,5.3
1094.06,4.007,2.76,296.85,1371.6,2469.11,27.4
1321.07,4.118,2.865,525.65,1833.8,2787.43,122.0
1297.72,4.127,2.88,494.82,1747.49,2769.61,112.4
1040.51,3.988,2.674,279.72,1277.02,2369.53,5.6
1133.35,4.015,2.786,339.32,1437.71,2515.55,38.5
1098.33,4.056,2.737,345.02,1464.39,2540.07,40.1
1290.24,4.167,2.824,505.09,1703.0,2740.38,114.5
1106.86,4.015,2.705,292.14,1330.25,2399.48,4.3
1079.02,3.999,2.748,302.77,1358.61,2399.95,18.6
1383.7,4.157,2.951,569.7,1845.35,2869.38,136.2
1112.74,4.059,2.729,347.15,1378.15,2431.83,31.2
1310.69,4.104,2.881,512.86,1746.47,2774.62,111.3
1138.68,4.057,2.727,368.74,1413.09,2544.51,41.3
1061.47,3.983,2.726,303.89,1285.6,2416.68,17.8
1121.48,4.076,2.752,352.24,1421.65,2530.04,42.1
1346.7,4.133,2.796,533.49,1779.63,2774.81,123.1
1384.12,4.214,2.913,579.34,1907.07,2883.56,145.6
1455.02,4.199,2.936,557.4,1862.69,2886.69,141.3
1165.61,4.072,2.784,399.93,1516.43,2609.54,68.1
1287.62,4.116,2.861,532.56,1727.6,2786.53,113.9
1097.14,4.038,2.735,333.13,1417.42,2532.51,35.6
